No.,Name,Unit,Time_ms,Value table,Conversion
351,Longitudinal acceleration,G,120,"0xFE: Invalid, 0xFF: N/A",E=N-127
352,Longitudinal acceleration,G,122,"0xFE: Invalid, 0xFF: N/A",E=N-127
353,Longitudinal acceleration,G,124,"0xFE: Invalid, 0xFF: N/A",E=N-127
354,Longitudinal acceleration,G,126,"0xFE: Invalid, 0xFF: N/A",E=N-127
355,Longitudinal acceleration,G,128,"0xFE: Invalid, 0xFF: N/A",E=N-127
356,Longitudinal acceleration,G,130,"0xFE: Invalid, 0xFF: N/A",E=N-127
357,Longitudinal acceleration,G,132,"0xFE: Invalid, 0xFF: N/A",E=N-127
358,Longitudinal acceleration,G,134,"0xFE: Invalid, 0xFF: N/A",E=N-127
359,Longitudinal acceleration,G,136,"0xFE: Invalid, 0xFF: N/A",E=N-127
360,Longitudinal acceleration,G,138,"0xFE: Invalid, 0xFF: N/A",E=N-127
361,Longitudinal acceleration,G,140,"0xFE: Invalid, 0xFF: N/A",E=N-127
362,Longitudinal acceleration,G,142,"0xFE: Invalid, 0xFF: N/A",E=N-127
363,Longitudinal acceleration,G,144,"0xFE: Invalid, 0xFF: N/A",E=N-127
364,Longitudinal acceleration,G,146,"0xFE: Invalid, 0xFF: N/A",E=N-127
365,Longitudinal acceleration,G,148,"0xFE: Invalid, 0xFF: N/A",E=N-127
366,Longitudinal acceleration,G,150,"0xFE: Invalid, 0xFF: N/A",E=N-127
367,Longitudinal acceleration,G,152,"0xFE: Invalid, 0xFF: N/A",E=N-127
368,Longitudinal acceleration,G,154,"0xFE: Invalid, 0xFF: N/A",E=N-127
369,Longitudinal acceleration,G,156,"0xFE: Invalid, 0xFF: N/A",E=N-127
370,Longitudinal acceleration,G,158,"0xFE: Invalid, 0xFF: N/A",E=N-127
371,Longitudinal acceleration,G,160,"0xFE: Invalid, 0xFF: N/A",E=N-127
372,Longitudinal acceleration,G,162,"0xFE: Invalid, 0xFF: N/A",E=N-127
373,Longitudinal acceleration,G,164,"0xFE: Invalid, 0xFF: N/A",E=N-127
374,Longitudinal acceleration,G,166,"0xFE: Invalid, 0xFF: N/A",E=N-127
375,Longitudinal acceleration,G,168,"0xFE: Invalid, 0xFF: N/A",E=N-127
376,Longitudinal acceleration,G,170,"0xFE: Invalid, 0xFF: N/A",E=N-127
377,Longitudinal acceleration,G,172,"0xFE: Invalid, 0xFF: N/A",E=N-127
378,Longitudinal acceleration,G,174,"0xFE: Invalid, 0xFF: N/A",E=N-127
379,Longitudinal acceleration,G,176,"0xFE: Invalid, 0xFF: N/A",E=N-127
380,Longitudinal acceleration,G,178,"0xFE: Invalid, 0xFF: N/A",E=N-127
381,Longitudinal acceleration,G,180,"0xFE: Invalid, 0xFF: N/A",E=N-127
382,Longitudinal acceleration,G,182,"0xFE: Invalid, 0xFF: N/A",E=N-127
383,Longitudinal acceleration,G,184,"0xFE: Invalid, 0xFF: N/A",E=N-127
384,Longitudinal acceleration,G,186,"0xFE: Invalid, 0xFF: N/A",E=N-127
385,Longitudinal acceleration,G,188,"0xFE: Invalid, 0xFF: N/A",E=N-127
386,Longitudinal acceleration,G,190,"0xFE: Invalid, 0xFF: N/A",E=N-127
387,Longitudinal acceleration,G,192,"0xFE: Invalid, 0xFF: N/A",E=N-127
388,Longitudinal acceleration,G,194,"0xFE: Invalid, 0xFF: N/A",E=N-127
389,Longitudinal acceleration,G,196,"0xFE: Invalid, 0xFF: N/A",E=N-127
390,Longitudinal acceleration,G,198,"0xFE: Invalid, 0xFF: N/A",E=N-127
391,Longitudinal acceleration,G,200,"0xFE: Invalid, 0xFF: N/A",E=N-127
392,Longitudinal acceleration,G,202,"0xFE: Invalid, 0xFF: N/A",E=N-127
393,Longitudinal acceleration,G,204,"0xFE: Invalid, 0xFF: N/A",E=N-127
394,Longitudinal acceleration,G,206,"0xFE: Invalid, 0xFF: N/A",E=N-127
395,Longitudinal acceleration,G,208,"0xFE: Invalid, 0xFF: N/A",E=N-127
396,Longitudinal acceleration,G,210,"0xFE: Invalid, 0xFF: N/A",E=N-127
397,Longitudinal acceleration,G,212,"0xFE: Invalid, 0xFF: N/A",E=N-127
398,Longitudinal acceleration,G,214,"0xFE: Invalid, 0xFF: N/A",E=N-127
399,Longitudinal acceleration,G,216,"0xFE: Invalid, 0xFF: N/A",E=N-127
400,Longitudinal acceleration,G,218,"0xFE: Invalid, 0xFF: N/A",E=N-127
401,Longitudinal acceleration,G,220,"0xFE: Invalid, 0xFF: N/A",E=N-127
402,Longitudinal acceleration,G,222,"0xFE: Invalid, 0xFF: N/A",E=N-127
403,Longitudinal acceleration,G,224,"0xFE: Invalid, 0xFF: N/A",E=N-127
404,Longitudinal acceleration,G,226,"0xFE: Invalid, 0xFF: N/A",E=N-127
405,Longitudinal acceleration,G,228,"0xFE: Invalid, 0xFF: N/A",E=N-127
406,Longitudinal acceleration,G,230,"0xFE: Invalid, 0xFF: N/A",E=N-127
407,Longitudinal acceleration,G,232,"0xFE: Invalid, 0xFF: N/A",E=N-127
408,Longitudinal acceleration,G,234,"0xFE: Invalid, 0xFF: N/A",E=N-127
409,Longitudinal acceleration,G,236,"0xFE: Invalid, 0xFF: N/A",E=N-127
410,Longitudinal acceleration,G,238,"0xFE: Invalid, 0xFF: N/A",E=N-127
411,Longitudinal acceleration,G,240,"0xFE: Invalid, 0xFF: N/A",E=N-127
412,Longitudinal acceleration,G,242,"0xFE: Invalid, 0xFF: N/A",E=N-127
413,Longitudinal acceleration,G,244,"0xFE: Invalid, 0xFF: N/A",E=N-127
414,Longitudinal acceleration,G,246,"0xFE: Invalid, 0xFF: N/A",E=N-127
415,Longitudinal acceleration,G,248,"0xFE: Invalid, 0xFF: N/A",E=N-127
416,Longitudinal acceleration,G,250,"0xFE: Invalid, 0xFF: N/A",E=N-127
417,Lateral acceleration,G,0,"0xFE: Invalid, 0xFF: N/A",E=N-127
418,Lateral acceleration,G,2,"0xFE: Invalid, 0xFF: N/A",E=N-127
419,Lateral acceleration,G,4,"0xFE: Invalid, 0xFF: N/A",E=N-127
420,Lateral acceleration,G,6,"0xFE: Invalid, 0xFF: N/A",E=N-127
421,Lateral acceleration,G,8,"0xFE: Invalid, 0xFF: N/A",E=N-127
422,Lateral acceleration,G,10,"0xFE: Invalid, 0xFF: N/A",E=N-127
423,Lateral acceleration,G,12,"0xFE: Invalid, 0xFF: N/A",E=N-127
424,Lateral acceleration,G,14,"0xFE: Invalid, 0xFF: N/A",E=N-127
425,Lateral acceleration,G,16,"0xFE: Invalid, 0xFF: N/A",E=N-127
426,Lateral acceleration,G,18,"0xFE: Invalid, 0xFF: N/A",E=N-127
427,Lateral acceleration,G,20,"0xFE: Invalid, 0xFF: N/A",E=N-127
428,Lateral acceleration,G,22,"0xFE: Invalid, 0xFF: N/A",E=N-127
429,Lateral acceleration,G,24,"0xFE: Invalid, 0xFF: N/A",E=N-127
430,Lateral acceleration,G,26,"0xFE: Invalid, 0xFF: N/A",E=N-127
431,Lateral acceleration,G,28,"0xFE: Invalid, 0xFF: N/A",E=N-127
432,Lateral acceleration,G,30,"0xFE: Invalid, 0xFF: N/A",E=N-127
433,Lateral acceleration,G,32,"0xFE: Invalid, 0xFF: N/A",E=N-127
434,Lateral acceleration,G,34,"0xFE: Invalid, 0xFF: N/A",E=N-127
435,Lateral acceleration,G,36,"0xFE: Invalid, 0xFF: N/A",E=N-127
436,Lateral acceleration,G,38,"0xFE: Invalid, 0xFF: N/A",E=N-127
437,Lateral acceleration,G,40,"0xFE: Invalid, 0xFF: N/A",E=N-127
438,Lateral acceleration,G,42,"0xFE: Invalid, 0xFF: N/A",E=N-127
439,Lateral acceleration,G,44,"0xFE: Invalid, 0xFF: N/A",E=N-127
440,Lateral acceleration,G,46,"0xFE: Invalid, 0xFF: N/A",E=N-127
441,Lateral acceleration,G,48,"0xFE: Invalid, 0xFF: N/A",E=N-127
442,Lateral acceleration,G,50,"0xFE: Invalid, 0xFF: N/A",E=N-127
443,Lateral acceleration,G,52,"0xFE: Invalid, 0xFF: N/A",E=N-127
444,Lateral acceleration,G,54,"0xFE: Invalid, 0xFF: N/A",E=N-127
445,Lateral acceleration,G,56,"0xFE: Invalid, 0xFF: N/A",E=N-127
446,Lateral acceleration,G,58,"0xFE: Invalid, 0xFF: N/A",E=N-127
447,Lateral acceleration,G,60,"0xFE: Invalid, 0xFF: N/A",E=N-127
448,Lateral acceleration,G,62,"0xFE: Invalid, 0xFF: N/A",E=N-127
449,Lateral acceleration,G,64,"0xFE: Invalid, 0xFF: N/A",E=N-127
450,Lateral acceleration,G,66,"0xFE: Invalid, 0xFF: N/A",E=N-127
451,Lateral acceleration,G,68,"0xFE: Invalid, 0xFF: N/A",E=N-127
452,Lateral acceleration,G,70,"0xFE: Invalid, 0xFF: N/A",E=N-127
453,Lateral acceleration,G,72,"0xFE: Invalid, 0xFF: N/A",E=N-127
454,Lateral acceleration,G,74,"0xFE: Invalid, 0xFF: N/A",E=N-127
455,Lateral acceleration,G,76,"0xFE: Invalid, 0xFF: N/A",E=N-127
456,Lateral acceleration,G,78,"0xFE: Invalid, 0xFF: N/A",E=N-127
457,Lateral acceleration,G,80,"0xFE: Invalid, 0xFF: N/A",E=N-127
458,Lateral acceleration,G,82,"0xFE: Invalid, 0xFF: N/A",E=N-127
459,Lateral acceleration,G,84,"0xFE: Invalid, 0xFF: N/A",E=N-127
460,Lateral acceleration,G,86,"0xFE: Invalid, 0xFF: N/A",E=N-127
461,Lateral acceleration,G,88,"0xFE: Invalid, 0xFF: N/A",E=N-127
462,Lateral acceleration,G,90,"0xFE: Invalid, 0xFF: N/A",E=N-127
463,Lateral acceleration,G,92,"0xFE: Invalid, 0xFF: N/A",E=N-127
464,Lateral acceleration,G,94,"0xFE: Invalid, 0xFF: N/A",E=N-127
465,Lateral acceleration,G,96,"0xFE: Invalid, 0xFF: N/A",E=N-127
466,Lateral acceleration,G,98,"0xFE: Invalid, 0xFF: N/A",E=N-127
467,Lateral acceleration,G,100,"0xFE: Invalid, 0xFF: N/A",E=N-127
468,Lateral acceleration,G,102,"0xFE: Invalid, 0xFF: N/A",E=N-127
469,Lateral acceleration,G,104,"0xFE: Invalid, 0xFF: N/A",E=N-127
470,Lateral acceleration,G,106,"0xFE: Invalid, 0xFF: N/A",E=N-127
471,Lateral acceleration,G,108,"0xFE: Invalid, 0xFF: N/A",E=N-127
472,Lateral acceleration,G,110,"0xFE: Invalid, 0xFF: N/A",E=N-127
473,Lateral acceleration,G,112,"0xFE: Invalid, 0xFF: N/A",E=N-127
474,Lateral acceleration,G,114,"0xFE: Invalid, 0xFF: N/A",E=N-127
475,Lateral acceleration,G,116,"0xFE: Invalid, 0xFF: N/A",E=N-127
476,Lateral acceleration,G,118,"0xFE: Invalid, 0xFF: N/A",E=N-127
477,Lateral acceleration,G,120,"0xFE: Invalid, 0xFF: N/A",E=N-127
478,Lateral acceleration,G,122,"0xFE: Invalid, 0xFF: N/A",E=N-127
479,Lateral acceleration,G,124,"0xFE: Invalid, 0xFF: N/A",E=N-127
480,Lateral acceleration,G,126,"0xFE: Invalid, 0xFF: N/A",E=N-127
481,Lateral acceleration,G,128,"0xFE: Invalid, 0xFF: N/A",E=N-127
482,Lateral acceleration,G,130,"0xFE: Invalid, 0xFF: N/A",E=N-127
483,Lateral acceleration,G,132,"0xFE: Invalid, 0xFF: N/A",E=N-127
484,Lateral acceleration,G,134,"0xFE: Invalid, 0xFF: N/A",E=N-127
485,Lateral acceleration,G,136,"0xFE: Invalid, 0xFF: N/A",E=N-127
486,Lateral acceleration,G,138,"0xFE: Invalid, 0xFF: N/A",E=N-127
487,Lateral acceleration,G,140,"0xFE: Invalid, 0xFF: N/A",E=N-127
488,Lateral acceleration,G,142,"0xFE: Invalid, 0xFF: N/A",E=N-127
489,Lateral acceleration,G,144,"0xFE: Invalid, 0xFF: N/A",E=N-127
490,Lateral acceleration,G,146,"0xFE: Invalid, 0xFF: N/A",E=N-127
491,Lateral acceleration,G,148,"0xFE: Invalid, 0xFF: N/A",E=N-127
492,Lateral acceleration,G,150,"0xFE: Invalid, 0xFF: N/A",E=N-127
493,Lateral acceleration,G,152,"0xFE: Invalid, 0xFF: N/A",E=N-127
494,Lateral acceleration,G,154,"0xFE: Invalid, 0xFF: N/A",E=N-127
495,Lateral acceleration,G,156,"0xFE: Invalid, 0xFF: N/A",E=N-127
496,Lateral acceleration,G,158,"0xFE: Invalid, 0xFF: N/A",E=N-127
497,Lateral acceleration,G,160,"0xFE: Invalid, 0xFF: N/A",E=N-127
498,Lateral acceleration,G,162,"0xFE: Invalid, 0xFF: N/A",E=N-127
499,Lateral acceleration,G,164,"0xFE: Invalid, 0xFF: N/A",E=N-127
500,Lateral acceleration,G,166,"0xFE: Invalid, 0xFF: N/A",E=N-127
501,Lateral acceleration,G,168,"0xFE: Invalid, 0xFF: N/A",E=N-127
502,Lateral acceleration,G,170,"0xFE: Invalid, 0xFF: N/A",E=N-127
503,Lateral acceleration,G,172,"0xFE: Invalid, 0xFF: N/A",E=N-127
504,Lateral acceleration,G,174,"0xFE: Invalid, 0xFF: N/A",E=N-127
505,Lateral acceleration,G,176,"0xFE: Invalid, 0xFF: N/A",E=N-127
506,Lateral acceleration,G,178,"0xFE: Invalid, 0xFF: N/A",E=N-127
507,Lateral acceleration,G,180,"0xFE: Invalid, 0xFF: N/A",E=N-127
508,Lateral acceleration,G,182,"0xFE: Invalid, 0xFF: N/A",E=N-127
509,Lateral acceleration,G,184,"0xFE: Invalid, 0xFF: N/A",E=N-127
510,Lateral acceleration,G,186,"0xFE: Invalid, 0xFF: N/A",E=N-127
511,Lateral acceleration,G,188,"0xFE: Invalid, 0xFF: N/A",E=N-127
512,Lateral acceleration,G,190,"0xFE: Invalid, 0xFF: N/A",E=N-127
513,Lateral acceleration,G,192,"0xFE: Invalid, 0xFF: N/A",E=N-127
514,Lateral acceleration,G,194,"0xFE: Invalid, 0xFF: N/A",E=N-127
515,Lateral acceleration,G,196,"0xFE: Invalid, 0xFF: N/A",E=N-127
516,Lateral acceleration,G,198,"0xFE: Invalid, 0xFF: N/A",E=N-127
517,Lateral acceleration,G,200,"0xFE: Invalid, 0xFF: N/A",E=N-127
518,Lateral acceleration,G,202,"0xFE: Invalid, 0xFF: N/A",E=N-127
519,Lateral acceleration,G,204,"0xFE: Invalid, 0xFF: N/A",E=N-127
520,Lateral acceleration,G,206,"0xFE: Invalid, 0xFF: N/A",E=N-127
521,Lateral acceleration,G,208,"0xFE: Invalid, 0xFF: N/A",E=N-127
522,Lateral acceleration,G,210,"0xFE: Invalid, 0xFF: N/A",E=N-127
523,Lateral acceleration,G,212,"0xFE: Invalid, 0xFF: N/A",E=N-127
524,Lateral acceleration,G,214,"0xFE: Invalid, 0xFF: N/A",E=N-127
525,Lateral acceleration,G,216,"0xFE: Invalid, 0xFF: N/A",E=N-127
526,Lateral acceleration,G,218,"0xFE: Invalid, 0xFF: N/A",E=N-127
527,Lateral acceleration,G,220,"0xFE: Invalid, 0xFF: N/A",E=N-127
528,Lateral acceleration,G,222,"0xFE: Invalid, 0xFF: N/A",E=N-127
529,Lateral acceleration,G,224,"0xFE: Invalid, 0xFF: N/A",E=N-127
530,Lateral acceleration,G,226,"0xFE: Invalid, 0xFF: N/A",E=N-127
531,Lateral acceleration,G,228,"0xFE: Invalid, 0xFF: N/A",E=N-127
532,Lateral acceleration,G,230,"0xFE: Invalid, 0xFF: N/A",E=N-127
533,Lateral acceleration,G,232,"0xFE: Invalid, 0xFF: N/A",E=N-127
534,Lateral acceleration,G,234,"0xFE: Invalid, 0xFF: N/A",E=N-127
535,Lateral acceleration,G,236,"0xFE: Invalid, 0xFF: N/A",E=N-127
536,Lateral acceleration,G,238,"0xFE: Invalid, 0xFF: N/A",E=N-127
537,Lateral acceleration,G,240,"0xFE: Invalid, 0xFF: N/A",E=N-127
538,Lateral acceleration,G,242,"0xFE: Invalid, 0xFF: N/A",E=N-127
539,Lateral acceleration,G,244,"0xFE: Invalid, 0xFF: N/A",E=N-127
540,Lateral acceleration,G,246,"0xFE: Invalid, 0xFF: N/A",E=N-127
541,Lateral acceleration,G,248,"0xFE: Invalid, 0xFF: N/A",E=N-127
542,Lateral acceleration,G,250,"0xFE: Invalid, 0xFF: N/A",E=N-127
543,Lateral delta-v,km/h,0,"0xFE: Invalid, 0xFF: N/A",E=N-127
544,Lateral delta-v,km/h,10,"0xFE: Invalid, 0xFF: N/A",E=N-127
545,Lateral delta-v,km/h,20,"0xFE: Invalid, 0xFF: N/A",E=N-127
546,Lateral delta-v,km/h,30,"0xFE: Invalid, 0xFF: N/A",E=N-127
547,Lateral delta-v,km/h,40,"0xFE: Invalid, 0xFF: N/A",E=N-127
548,Lateral delta-v,km/h,50,"0xFE: Invalid, 0xFF: N/A",E=N-127
549,Lateral delta-v,km/h,60,"0xFE: Invalid, 0xFF: N/A",E=N-127
550,Lateral delta-v,km/h,70,"0xFE: Invalid, 0xFF: N/A",E=N-127
551,Lateral delta-v,km/h,80,"0xFE: Invalid, 0xFF: N/A",E=N-127
552,Lateral delta-v,km/h,90,"0xFE: Invalid, 0xFF: N/A",E=N-127
553,Lateral delta-v,km/h,100,"0xFE: Invalid, 0xFF: N/A",E=N-127
554,Lateral delta-v,km/h,110,"0xFE: Invalid, 0xFF: N/A",E=N-127
555,Lateral delta-v,km/h,120,"0xFE: Invalid, 0xFF: N/A",E=N-127
556,Lateral delta-v,km/h,130,"0xFE: Invalid, 0xFF: N/A",E=N-127
557,Lateral delta-v,km/h,140,"0xFE: Invalid, 0xFF: N/A",E=N-127
558,Lateral delta-v,km/h,150,"0xFE: Invalid, 0xFF: N/A",E=N-127
559,Lateral delta-v,km/h,160,"0xFE: Invalid, 0xFF: N/A",E=N-127
560,Lateral delta-v,km/h,170,"0xFE: Invalid, 0xFF: N/A",E=N-127
561,Lateral delta-v,km/h,180,"0xFE: Invalid, 0xFF: N/A",E=N-127
562,Lateral delta-v,km/h,190,"0xFE: Invalid, 0xFF: N/A",E=N-127
563,Lateral delta-v,km/h,200,"0xFE: Invalid, 0xFF: N/A",E=N-127
564,Lateral delta-v,km/h,210,"0xFE: Invalid, 0xFF: N/A",E=N-127
565,Lateral delta-v,km/h,220,"0xFE: Invalid, 0xFF: N/A",E=N-127
566,Lateral delta-v,km/h,230,"0xFE: Invalid, 0xFF: N/A",E=N-127
567,Lateral delta-v,km/h,240,"0xFE: Invalid, 0xFF: N/A",E=N-127
568,Lateral delta-v,km/h,250,"0xFE: Invalid, 0xFF: N/A",E=N-127
569,Maximum lateral delta-v,km/h,N/A,"0xFE: Invalid, 0xFF: N/A",E=N-127
570,Square of maximum resultant delta-v,(km/h)^2,N/A,"0xFFFE: Invalid, 0xFFFF: N/A",E=N
571,Square of maximum resultant delta-v,(km/h)^2,N/A,Subsequent byte,Subsequent byte
572,Time to reach maximum lateral delta-v,ms,N/A,"0xFE: Invalid, 0xFF: N/A",E=N*2.5
573,Time to reach maximum resultant delta-v,ms,N/A,"0xFE: Invalid, 0xFF: N/A",E=N*2.5
574,Yaw rate,deg/s,-5000,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
575,Yaw rate,deg/s,-5000,Subsequent byte,Subsequent byte
576,Yaw rate,deg/s,-4500,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
577,Yaw rate,deg/s,-4500,Subsequent byte,Subsequent byte
578,Yaw rate,deg/s,-4000,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
579,Yaw rate,deg/s,-4000,Subsequent byte,Subsequent byte
580,Yaw rate,deg/s,-3500,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
581,Yaw rate,deg/s,-3500,Subsequent byte,Subsequent byte
582,Yaw rate,deg/s,-3000,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
583,Yaw rate,deg/s,-3000,Subsequent byte,Subsequent byte
584,Yaw rate,deg/s,-2500,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
585,Yaw rate,deg/s,-2500,Subsequent byte,Subsequent byte
586,Yaw rate,deg/s,-2000,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
587,Yaw rate,deg/s,-2000,Subsequent byte,Subsequent byte
588,Yaw rate,deg/s,-1500,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
589,Yaw rate,deg/s,-1500,Subsequent byte,Subsequent byte
590,Yaw rate,deg/s,-1000,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
591,Yaw rate,deg/s,-1000,Subsequent byte,Subsequent byte
592,Yaw rate,deg/s,-500,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
593,Yaw rate,deg/s,-500,Subsequent byte,Subsequent byte
594,Yaw rate,deg/s,0,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*0.1-300
595,Yaw rate,deg/s,0,Subsequent byte,Subsequent byte
596,Steering input,deg,-5000,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
597,Steering input,deg,-5000,Subsequent byte,Subsequent byte
598,Steering input,deg,-4500,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
599,Steering input,deg,-4500,Subsequent byte,Subsequent byte
600,Steering input,deg,-4000,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
601,Steering input,deg,-4000,Subsequent byte,Subsequent byte
602,Steering input,deg,-3500,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
603,Steering input,deg,-3500,Subsequent byte,Subsequent byte
604,Steering input,deg,-3000,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
605,Steering input,deg,-3000,Subsequent byte,Subsequent byte
606,Steering input,deg,-2500,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
607,Steering input,deg,-2500,Subsequent byte,Subsequent byte
608,Steering input,deg,-2000,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
609,Steering input,deg,-2000,Subsequent byte,Subsequent byte
610,Steering input,deg,-1500,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
611,Steering input,deg,-1500,Subsequent byte,Subsequent byte
612,Steering input,deg,-1000,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
613,Steering input,deg,-1000,Subsequent byte,Subsequent byte
614,Steering input,deg,-500,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
615,Steering input,deg,-500,Subsequent byte,Subsequent byte
616,Steering input,deg,0,"0xFFFE: Invalid, 0xFFFF: N/A",E=N*5-780
617,Steering input,deg,0,Subsequent byte,Subsequent byte
618,Time end,ms,N/A,"0xFE: Invalid, 0xFF: N/A",E=N*2.5
619,Year,N/A,N/A,"0xFE: Invalid, 0xFF: N/A",E=N+2000
620,Month,N/A,N/A,"0xFE: Invalid, 0xFF: N/A",E=N
621,Day,N/A,N/A,"0xFE: Invalid, 0xFF: N/A",E=N
622,Hour,N/A,N/A,"0xFE: Invalid, 0xFF: N/A",E=N
623,Minute,N/A,N/A,"0xFE: Invalid, 0xFF: N/A",E=N
624,Second,N/A,N/A,"0xFE: Invalid, 0xFF: N/A",E=N
625,Gear position,N/A,-5000,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
626,Gear position,N/A,-4500,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
627,Gear position,N/A,-4000,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
628,Gear position,N/A,-3500,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
629,Gear position,N/A,-3000,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
630,Gear position,N/A,-2500,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
631,Gear position,N/A,-2000,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
632,Gear position,N/A,-1500,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
633,Gear position,N/A,-1000,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
634,Gear position,N/A,-500,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
635,Gear position,N/A,0,"0x00: P, 0x01: R, 0x02: N, 0x03: D, 0xFE: Invalid, 0xFF: N/A",Not defined
636,Engine throttle position,%,-5000,"0xFE: Invalid, 0xFF: N/A",E=N
637,Engine throttle position,%,-4500,"0xFE: Invalid, 0xFF: N/A",E=N
638,Engine throttle position,%,-4000,"0xFE: Invalid, 0xFF: N/A",E=N
639,Engine throttle position,%,-3500,"0xFE: Invalid, 0xFF: N/A",E=N
640,Engine throttle position,%,-3000,"0xFE: Invalid, 0xFF: N/A",E=N
641,Engine throttle position,%,-2500,"0xFE: Invalid, 0xFF: N/A",E=N
642,Engine throttle position,%,-2000,"0xFE: Invalid, 0xFF: N/A",E=N
643,Engine throttle position,%,-1500,"0xFE: Invalid, 0xFF: N/A",E=N
644,Engine throttle position,%,-1000,"0xFE: Invalid, 0xFF: N/A",E=N
645,Engine throttle position,%,-500,"0xFE: Invalid, 0xFF: N/A",E=N
646,Engine throttle position,%,0,"0xFE: Invalid, 0xFF: N/A",E=N
647,Brake pedal position,%,-5000,"0xFE: Invalid, 0xFF: N/A",E=N*5
648,Brake pedal position,%,-4500,"0xFE: Invalid, 0xFF: N/A",E=N*5
649,Brake pedal position,%,-4000,"0xFE: Invalid, 0xFF: N/A",E=N*5
650,Brake pedal position,%,-3500,"0xFE: Invalid, 0xFF: N/A",E=N*5
651,Brake pedal position,%,-3000,"0xFE: Invalid, 0xFF: N/A",E=N*5
652,Brake pedal position,%,-2500,"0xFE: Invalid, 0xFF: N/A",E=N*5
653,Brake pedal position,%,-2000,"0xFE: Invalid, 0xFF: N/A",E=N*5
654,Brake pedal position,%,-1500,"0xFE: Invalid, 0xFF: N/A",E=N*5
655,Brake pedal position,%,-1000,"0xFE: Invalid, 0xFF: N/A",E=N*5
656,Brake pedal position,%,-500,"0xFE: Invalid, 0xFF: N/A",E=N*5
657,Brake pedal position,%,0,"0xFE: Invalid, 0xFF: N/A",E=N*5
658,Parking system status,N/A,-5000,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
659,Parking system status,N/A,-4500,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
660,Parking system status,N/A,-4000,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
661,Parking system status,N/A,-3500,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
662,Parking system status,N/A,-3000,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
663,Parking system status,N/A,-2500,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
664,Parking system status,N/A,-2000,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
665,Parking system status,N/A,-1500,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
666,Parking system status,N/A,-1000,"0x00: On, 0x01: Off, 0x02: Faulted, 0xFE: Invalid, 0xFF: N/A",Not defined
